Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019<R>,2020<P>
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Colima<C1>,637.337,566.592,649.29,1009.218,1268.136,1337.444,1154.396,1605.395,1690.297,1896.023,1878.566,2206.748,2079,1911.168,1719.635,2887,3516.771,3715.68
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Chiapas<C1>,706.138,519.263,714.058,736.261,781.187,673.325,625.985,699.011,665.281,775.419,630.938,712.983,832.57,780.4,751.656,806.65,681.05,688.476
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Chihuahua<C1>,1635.772,2355.458,4321.338,8572.513,10358.175,8139.286,8442.694,10630.413,15084.202,18335.808,16371.439,14245.623,13172.869,20799.575,27262.794,32884.077,31220.112,40944.98
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Ciudad de México<C1>,75.351,80.216,74.104,89.495,91.467,81.76,92.51,84.055,104.313,117.699,102.602,120.884,117.343,145.62,161.084,162.197,157.285,169.157
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Durango<C1>,1838.499,2422.523,2775.037,4040.974,4518.204,3738.336,4333.244,5553.299,9146.577,9751.792,9799.896,9036.741,9562.57,11274.592,11216.689,11469.648,12217.657,16859.603
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Guanajuato<C1>,1355.231,1410.125,1394.565,2079.273,2034.235,1980.979,1826.106,1847.488,1985.517,2838.625,3125.736,2673.476,2938.803,3408.027,3896.834,4167.916,3642.876,3448.405
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Guerrero<C1>,580.398,646.202,780.314,929.954,1620.804,2684.922,2635.805,3326.373,3707.067,5608.001,5003.345,3656.692,4459.623,9800.445,10336.868,11477.499,14670.153,19616.081
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Hidalgo<C1>,824.445,1121.702,1032.321,1068.339,1252.3,1517.657,1467.674,1987.545,1970.744,2093.087,2362.449,2379.752,2884.963,3070.752,3421.847,5076.702,4707.607,4341.893
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Jalisco<C1>,1625.149,1455.781,1908.277,2160.724,1635.787,1147.715,1364.819,1995.763,3264.563,3067.131,2943.175,3224.259,2866.257,3170.253,4005.332,2975.891,2607.393,3240.384
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|México<C1>,1282.814,1513.784,1695.932,2417.97,2874.906,2453.804,2915.766,3619.275,4451.026,4539.583,4682.517,4405.16,4680.311,6077.99,6397.059,5988.062,6041.921,7263.286
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,1429.466,1863.497,2744.629,2747.739,1792.137,1589.557,1366.546,1672.285,1964.198,2297.055,2926.006,2800.464,2536.658,2488.829,2712.108,2971.321,3097.06,2985.909
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Morelos<C1>,705.197,736.515,858.752,941.95,1046.726,1110.584,1336.821,1681.71,1607.641,1237.246,1101.34,1199.897,1091.155,1276.31,1841.515,2047.656,2122.66,2053.453
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Nayarit<C1>,503.634,1073.222,1095.653,1013.857,1029.078,1126.31,1115.447,1023.521,1044.297,1179.616,1215.345,1451.944,1536.082,1752.053,1781.1,1544.491,1716.793,1733.144
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Nuevo León<C1>,5238.329,6004.016,5595.667,5177.49,6392.889,5957.286,6242.455,6420.324,6169.349,6550.714,6258.777,6769.16,8710.718,8882.544,9612.545,11566.503,16981.058,21247.707
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Oaxaca<C1>,137.717,146.976,162.529,182.833,126.478,136.418,168.439,184.359,1044.739,2512.973,2067.554,2625.763,2922.032,4123.68,4173.681,3603.057,3582.703,3193.129
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Puebla<C1>,2192.23,2304.546,2516.04,2923.585,3660.274,3338.696,2048.798,2097.462,2399.782,2559.107,2192.788,2373.463,2508.716,2880.817,2620.022,2888.52,3893.22,4029.421
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Querétaro<C1>,518.123,501.716,574.629,588.146,830.248,841.216,1310.367,1486.673,1898.912,2027.577,2374.147,2524.317,2079.85,2434.765,2667.698,3035.321,2001.66,2279.111
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Quintana Roo<C1>,1429.291,2208.88,1801.538,2344.967,1778.759,1861.264,2041.482,1757.826,1362.058,858.716,916.112,1395.171,1619.122,1570.673,1523.985,5970.761,6557.971,6221.499
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,1742.324,2286.929,2770.842,4987.495,5426.463,5333.554,6140.455,7161.965,8973.249,9543.834,8335.705,6969.127,7876.28,8795.189,9535.354,10558.103,9646.616,10403.376
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Sinaloa<C1>,1271.483,1527.113,1249.754,1241.898,1565.271,1894.935,2110.803,2404.448,2639.271,2526.068,2592.912,2540.385,3662.675,4584.522,4817.338,4780.119,4186.418,3596.571
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Sonora<C1>,5976.711,10880.012,17274.412,22007.99,28955.447,21090.668,16798.738,25099.553,45535.202,49748.807,44520.787,43053.782,51491.179,69700.619,82427.713,87164.73,85718.458,105030.26
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Tabasco<C1>,446.721,391.335,448.437,450.796,434.979,507.833,587.894,559.877,656.766,743.786,731.268,763.59,864.908,650.185,577.962,507.062,526.725,722.618
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Tamaulipas<C1>,139.107,124.604,142.628,138.263,159.542,170.018,146.006,145.438,142.647,136.645,148.156,163.704,191.003,214.187,225.585,253.841,273.716,261.57
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Tlaxcala<C1>,309.007,362.626,272.657,364.323,383.609,378.267,459.697,493.729,418.548,538.123,402.123,366.288,358.76,380.271,306.649,322.188,1178.042,1091.23
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,1518.305,1634.642,1671.403,2235.891,2730.993,1955.298,2248.753,2776.023,2540.959,2597.631,2718.592,2808.282,2457.984,2477.618,2575.342,2553.41,4162.046,4145.912
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Yucatán<C1>,524.628,520.548,535.546,600.2,695.286,629.895,695.005,788.826,695.657,890.351,842.167,955.728,1045.406,1108.21,1272.098,1540.134,1590.048,1594.604
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Zacatecas<C1>,2081.676,3273.919,4153.45,7866.09,9333.513,11872.616,16502.479,28750.436,41227.455,41460.609,28211.993,28982.828,31288.944,31117.419,33054.453,25588.28,21302.478,30691.658
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Aguascalientes<C1>,0.933169617977,0.76891358829,0.557393737998,0.460012767355,0.473781535121,0.461071579449,0.526723919803,0.362725755617,0.264931821784,0.271207414064,0.573511853334,0.620056256098,0.48848583018,0.402808370701,0.417547831309,0.357167613782,0.337842872622,0.351747798833
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Baja California<C1>,1.083224934654,0.920394500875,0.685966484244,0.543271364035,0.502612865813,0.527015847901,0.454831900972,0.357446802104,0.255675989189,0.240808072483,0.268663166987,0.276886186339,0.324156151351,0.296137104595,0.301385263758,0.289100395081,0.296043397247,0.294281130718
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Baja California Sur<C1>,2.94204151578,2.822508339796,2.266485482511,1.661617721827,1.756169196572,2.013611710076,3.000195021151,2.067215764146,1.312100795255,1.379422584544,2.130788260903,2.281739229548,2.726121152779,2.843146527024,2.579124053778,2.512190855239,2.336120511157,2.083836006567
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Campeche<C1>,0.261877613768,0.234555723422,0.224633839586,0.204951452844,0.172923046604,0.151029330685,0.165446765893,0.135550097367,0.090266718924,0.087224994254,0.095182957238,0.080887515837,0.078865030821,0.061271590718,0.046297505554,0.042123789297,0.045677607569,0.039043559833
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,14.069746811789,11.300022093265,12.187319032617,10.047838299939,9.779961938126,11.506192116757,10.283006262412,9.870020165858,9.006945313502,8.486298221078,9.196604502731,9.947171286153,9.140229912776,7.996858184887,7.899656563696,8.343095409122,8.267526415532,5.76789354173
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Colima<C1>,1.400662068346,0.992378891898,0.921932616351,1.11362138581,1.193473098703,1.366120913494,1.146233066828,1.208442260834,0.927117396626,0.962186381665,1.067074066931,1.273423820726,1.093710970952,0.824626795653,0.661027482035,1.043229760998,1.258048412125,1.126932289305
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Chiapas<C1>,1.551864573401,0.909482732801,1.013897272662,0.812427042659,0.735193756471,0.687762152343,0.621558552124,0.526172333406,0.364902492724,0.393506619848,0.358389099793,0.411433265589,0.437994681619,0.336725369684,0.28893647375,0.291486417288,0.243630839505,0.208808572001
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Chihuahua<C1>,3.59490158717,4.125555602534,6.135906064283,9.459337632639,9.74832605821,8.313805157833,8.382994254924,8.00191872986,8.273591024781,9.304984567398,9.299400710565,8.220565134434,6.929923686488,8.97455738229,10.479814653143,11.882801451113,11.168316710976,12.418243779595
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Ciudad de México<C1>,0.16559730176,0.140497333518,0.105220925322,0.09875323857,0.086081779808,0.08351306364,0.091855845838,0.063271415592,0.057215032029,0.059729430991,0.058280589245,0.069757201613,0.061731277761,0.062831814881,0.061920669745,0.058610577605,0.056265291229,0.051303795069
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Durango<C1>,4.040430434749,4.243019121937,3.94029959168,4.459011894262,4.2521897718,3.81849183313,4.30260288448,4.18018070235,5.01684062403,4.948801496202,5.566594349212,5.214732833623,5.03063382371,4.864737518238,4.311693869012,4.144606214678,4.370601323982,5.113365791879
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Guanajuato<C1>,2.978362554734,2.469816525713,1.980155183542,2.294373346232,1.914467177763,2.023454321148,1.813193289592,1.390674927718,1.089043731365,1.440534380466,1.775498878226,1.542753419303,1.546032266746,1.470488405263,1.49794250927,1.506094219793,1.30315973584,1.045870188257
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Guerrero<C1>,1.27552843024,1.131814823898,1.107974753339,1.026157541998,1.525377382449,2.74249097181,2.617166768344,2.503888269553,2.033303204204,2.845926547603,2.842029344409,2.110127072896,2.346098413376,4.228675635174,3.97349078506,4.147443207007,5.247928479644,5.949380750907
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Hidalgo<C1>,1.8118653694,1.964647202571,1.465801722565,1.17885844059,1.178569460614,1.550197965082,1.45729582407,1.496101192112,1.080940832703,1.062191654342,1.341932123943,1.373257338047,1.517708361659,1.324961689399,1.315357565017,1.834487916218,1.684044116396,1.316857054001
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Jalisco<C1>,3.571555644361,2.549782445967,2.709579398009,2.384250434726,1.539478241851,1.172323823825,1.355168129511,1.502287195245,1.790592511068,1.556495717079,1.671799509275,1.860587713137,1.507867593298,1.367894174034,1.539649127096,1.075350902905,0.932738191778,0.982779291906
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|México<C1>,2.819213242826,2.651373984264,2.408068853538,2.668108478295,2.705642748332,2.506417436555,2.895148115839,2.724366815383,2.44136009082,2.303729934204,2.659790743931,2.542037277527,2.462196964005,2.622518490113,2.459028691088,2.163811738519,2.161365957646,2.202889247691
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,3.141507246857,3.263891985616,3.897123003409,3.03199201067,1.686622963696,1.623639614736,1.356882917596,1.258792923959,1.077350392397,1.165700542101,1.662047073291,1.616032989125,1.334473633551,1.073874763076,1.042533980901,1.073699513917,1.107905921442,0.905599315611
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Morelos<C1>,1.549796557569,1.289996928241,1.219349563611,1.039394525627,0.98509885589,1.134396676491,1.327368108196,1.265887482188,0.881781094464,0.627872790557,0.625589600192,0.692411377383,0.574029915589,0.550699585573,0.707878139012,0.739929227394,0.759335493406,0.622793806321
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Nayarit<C1>,1.106825808213,1.879735081187,1.555727389769,1.118740289366,0.968489901294,1.150459866789,1.107559481923,0.77044343059,0.572790412539,0.598626942181,0.690347388313,0.837857370194,0.808095110958,0.755972186226,0.684654620459,0.558108409004,0.614145392918,0.525646970572
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Nuevo León<C1>,11.512165042696,10.515959888271,7.945337087497,5.71310023089,6.016500631235,6.085019628685,6.198313524287,4.832823604066,3.38384957422,3.324330876252,3.555147185355,3.906204782016,4.58249535424,3.832621619851,3.695061113142,4.179605181946,6.074604531574,6.444238226112
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Oaxaca<C1>,0.302657743182,0.257426649186,0.230776365265,0.201747034666,0.119031468689,0.13934301756,0.167247938786,0.138774075393,0.573032846792,1.275273769407,1.174424138082,1.515220202661,1.537209454484,1.779276873984,1.604362461945,1.301980011421,1.281634152541,0.968447275873
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Puebla<C1>,4.817817584873,4.03638386318,3.572547459601,3.226029241684,3.444771343831,3.410282919808,2.034310596061,1.578839924937,1.316265508552,1.298685672391,1.245560288581,1.36962821392,1.319774031843,1.243008930441,1.007136133852,1.04377901948,1.392714862314,1.22208710979
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Querétaro<C1>,1.138667977597,0.878749378966,0.815920801801,0.648989577652,0.781366236154,0.859253000773,1.301101168992,1.119075667509,1.041541427253,1.028946894198,1.348576890448,1.456679874124,1.094158135129,1.050547340746,1.025462782375,1.096826186832,0.716050372519,0.691233845975
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Quintana Roo<C1>,3.141122653052,3.868826045434,2.558019747411,2.58755333359,1.674032608155,1.901172442311,2.027046328758,1.323182908626,0.747080345651,0.435777857609,0.520375306273,0.805095998902,0.851780420736,0.677710720883,0.585819646151,2.157559948392,2.345971632305,1.88692463048
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,3.829068667861,4.005527905209,3.934343074059,5.503450288859,5.106974024557,5.447913828655,6.097034783876,5.391085170077,4.921771293538,4.843267778753,4.734895997845,4.021597541479,4.143517963582,3.794929866047,3.665388902256,3.815215541838,3.450867270341,3.155250272409
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Sinaloa<C1>,2.794311343366,2.674719563182,1.774536763258,1.370372081944,1.473113948882,1.935565401776,2.095877148014,1.809920036613,1.447623736248,1.281919169103,1.47284106762,1.46595205833,1.926843593329,1.978120022134,1.851784133407,1.727316384452,1.497600076147,1.090807602022
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Sonora<C1>,13.134891574106,19.056206674983,24.528090454328,24.284711848875,27.250663221777,21.542885260517,16.679951226939,18.893394194732,24.975775223562,25.246331188756,25.288958304931,24.844572905988,27.088247897804,30.074278190618,31.685202717023,31.497346880982,30.66391584119,31.854732201951
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Tabasco<C1>,0.981749309759,0.685418420417,0.63673966437,0.497430749588,0.409369133122,0.518721742266,0.583736900153,0.421440846439,0.360232068159,0.377453627975,0.415379134285,0.440636491012,0.455006911238,0.280540472178,0.222168521559,0.183229015958,0.188424423961,0.219163533198
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Tamaulipas<C1>,0.305712516834,0.218242367428,0.202518759268,0.152566277718,0.150148789336,0.173663454672,0.144973566398,0.109476749044,0.078240992723,0.069344073422,0.084156439252,0.094466868509,0.100481999319,0.092416961502,0.086714846194,0.091726527801,0.097915951642,0.079331825914
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Tlaxcala<C1>,0.679098159613,0.635134961406,0.387148086951,0.40201213627,0.361023598352,0.386377642417,0.456446403246,0.371648715113,0.229570976061,0.273084568205,0.228416262733,0.211369791406,0.188734847493,0.164078540563,0.117875837802,0.116424007702,0.421418928761,0.330960233943
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,3.336746841435,2.863055278947,2.373239909389,2.467193444767,2.570202784437,1.997222679913,2.232851679777,2.089618760647,1.393700215413,1.318235682158,1.544230557652,1.620544436481,1.29308516942,1.069037464102,0.989961147359,0.922685591975,1.488881522707,1.257417781246
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Yucatán<C1>,1.152963878752,0.911733394435,0.760426504268,0.662290561369,0.654350272293,0.643400944492,0.690090499803,0.593779521454,0.381563539889,0.451831864435,0.478372634086,0.55151145547,0.549962487397,0.478168147024,0.488994314399,0.556533988474,0.56880512311,0.483629035938
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Zacatecas<C1>,4.574855393279,5.734228703162,5.897520407498,8.679835324685,8.783992160061,12.12718365441,16.385787125413,21.641553561468,22.613002773536,21.040268686273,16.025141574339,16.72480209213,16.460346956369,13.426479262401,12.706127658853,9.246434093786,7.620498639871,9.308503534352
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,42.284882734104,50.876704378698,55.363633807339,72.219274033731,79.234615782645,75.857195909121,82.179781446275,94.583836650734,115.23750781579,114.487466664089,100,97.263636079022,101.798970723172,119.685284675611,134.40421143427,144.999434802578,150.674006924417,183.249385155713
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Aguascalientes<C1>,69.335362478344,74.208063720021,74.756338623613,76.128266467011,78.610154246864,82.565496452409,87.389172786668,88.247898074708,90.75411573279,94.441224287835,100,105.377378567177,111.940026811203,121.560597675706,137.040064897135,143.65229776473,158.353440253523,170.416825239623
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Baja California<C1>,69.105406091264,73.505188094659,74.340354878073,77.221773466235,78.988929398105,81.415014548737,91.385917976894,93.717152459951,92.729884142848,94.800109479791,100,104.578067992101,113.075536861886,123.67389670837,133.511964362343,142.3340704619,152.32416453767,154.016962147078
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Baja California Sur<C1>,65.301423680927,67.871413042242,64.838691201793,67.427327644533,79.835659620492,76.823370505582,117.014307484079,110.083950074899,93.121395091193,100.732237071526,100,101.557386038644,124.43804723846699,140.31926241107,144.625248344603,141.899914212882,152.161233612588,177.777214288524
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Campeche<C1>,63.541011229964,69.860662622005,72.851564298806,76.536082644151,80.514000262916,84.367439631168,91.889969172397,92.412540220978,92.881451590146,97.489039005825,100,102.67807436491,110.549680692595,121.70902078423,133.863492381048,140.835064997825,162.347586171822,162.238493723849
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,50.839724602349,54.768735033226,59.350950090802,66.383042969883,72.752935852415,80.721457349694,83.943151458236,85.915433525156,96.673452923098,97.005539549962,100,105.528250323851,123.508980975159,127.232901712103,137.468864746237,171.063235297495,177.200378304461,188.746970699376
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Colima<C1>,35.802734062304,34.590497307996,37.766193820976,55.575698235729,64.458111803515,76.731552245331,70.313426963076,86.237747046614,95.200807431342,100.3725810422,100,126.926868660841,137.964260686755,122.334247185632,106.091630801729,174.424751760409,221.418695578263,224.032510423293
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Chiapas<C1>,66.445475956802,70.748037021041,71.315300883179,73.94703011068,77.412312647095,83.842412499813,90.622122751041,90.492015079176,92.753633291321,95.935402933666,100,103.656109386699,109.410625276789,117.144812844499,131.18958939112,163.916937101333,167.915047634076,169.151241468436
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Chihuahua<C1>,23.521846371444,36.503629196481,41.030437626934,67.529916554498,79.456944966601,65.730954783877,78.740079490912,97.063562384702,128.060711034756,125.866010604268,100,93.807284473937,96.791455873921,126.712180012463,134.583468840949,128.551682451974,132.398091048594,177.320096775375
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Ciudad de México<C1>,61.841176567142,66.670545309474,67.975343068907,71.259087036492,74.336218456662,78.381746716518,84.07859817501,88.132909733363,93.059334659613,96.76488481839,100,102.779407388513,107.134183640862,115.509090332202,126.18797687499,132.415442767224,137.530166835718,143.821418854578
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Durango<C1>,28.331185185733,35.37847452387,38.748938432877,54.259921331336,60.357471625054,60.245873899218,73.895803404916,90.587601797495,136.326133663023,129.529487913268,100,92.07991220723,96.543802599581,124.284245654965,137.488589797664,135.402533273803,145.177696762119,188.138671062475
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Guanajuato<C1>,44.930915986878,53.005841402538,48.332410283354,59.498901317761,66.365793136208,65.742577083242,82.626052844121,90.166361067011,103.039523142048,108.190480038144,100,97.407767842797,100.228060554221,118.52906182278,127.702412193888,141.578812208633,165.629842212086,184.841407760069
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Guerrero<C1>,54.015333557933,61.993890809736,59.525286159456,63.818877185133,60.987737009847,58.324924669597,76.902440461846,90.635779843511,113.469821154347,124.381193691071,100,95.469876938702,105.406660656876,140.570809186373,145.935907666018,146.736260549926,158.330868995362,220.46252658273
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Hidalgo<C1>,53.828404881899,62.933738191179,68.081849562156,71.496144247892,72.530793587543,76.092980766386,94.125531577857,103.394326368052,99.81103837729,96.209600427294,100,98.681838161507,100.74134006208,120.564906536002,141.630395192133,210.873083255935,206.144611920515,212.754771787689
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Jalisco<C1>,77.85379870147,75.873853251652,89.024183725215,103.021327805103,95.71088039731,74.372552564579,86.763311988211,92.83123779294,111.23743939048,99.049143004771,100,104.962463633135,99.372925004784,114.073043380639,143.81818005549,142.89087078274,146.519135650538,154.494174972526
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|México<C1>,42.698454278237,50.816605772033,52.168413527541,72.581719985976,82.33191068686,71.822199222713,82.494673913351,93.75961746703,116.670615952248,113.837176819418,100,98.129088192236,104.3404992807,129.12574208121,143.771872080398,138.036881376187,142.001499942771,162.41484345686
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,53.305007732114,58.079010644979,64.566152082899,69.857350858313,73.380000319375,79.664024826018,78.795657706809,88.553732946912,99.122771161007,100.41125226051,100,111.787472935947,113.255694131787,112.908931714664,126.080169290288,145.114005480624,164.280569014007,181.359876093294
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Morelos<C1>,47.6933356869,55.177970615801,58.780945914126,72.0826959441,79.298205209597,78.435837204802,79.328836837246,89.711582471538,104.361099931189,104.116978296305,100,101.351212095616,105.987491173011,119.955300247747,135.176410568852,158.021802646384,159.080825704025,174.812839141265
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Nayarit<C1>,65.88506474903,73.063270732946,73.421458051745,76.234377831465,75.71237071382,81.703935943174,89.052525523483,90.998733956635,92.181376183717,97.292651766148,100,101.909257956879,107.601243792769,118.8608562743,133.064082335222,140.567497365197,147.443939641179,153.279944813192
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Nuevo León<C1>,78.433879511087,84.398778385761,80.296497681939,77.973354521846,80.863543531601,82.73077612102,95.608472480337,94.477328351304,94.291391143469,96.030530568757,100,102.274523170849,113.015745908609,120.483750203462,127.127970085623,151.623756099556,222.336921838908,246.23360414227
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Oaxaca<C1>,71.334151735998,75.990755533496,54.190964893855,54.175469579208,82.467007459183,85.192031474427,92.90315819664,92.280085292969,143.170042166916,140.84955670867,100,82.238665871976,84.199558259722,114.094914192528,112.777195324279,108.814762332749,117.162700910792,172.559593612365
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Puebla<C1>,86.316151711495,90.476040915005,82.964188134463,86.489867800227,94.433753360081,91.072251776193,88.02338585326,88.950551079322,89.330910260438,94.896811911926,100,103.140007083246,109.066262755546,115.924704113677,114.534728430385,122.86105843952,146.63800613713,151.57544501121
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Querétaro<C1>,63.722868865363,66.484591888794,71.479714642899,71.960661482217,79.042933197255,74.938688099033,82.749324613618,90.548428788431,111.143289595827,109.124331352934,100,95.417727097991,97.213873794204,118.688952769912,124.684129717957,144.967301032526,136.781654751476,141.097835036867
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Quintana Roo<C1>,73.331985681369,82.858002402225,81.830809342551,82.60663715801,85.256448662098,85.946209275425,96.981688517628,96.562623599209,105.101284928099,94.165716290903,100,100.901566133051,112.796530113499,123.001725985002,127.976705323178,420.888716262703,446.126242448032,479.795526791897
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,35.083935089473,43.367480358397,49.849139733973,82.422648229535,85.827873331652,69.929384295935,81.037656490728,96.456180976491,113.283265194408,114.576939741254,100,97.658618093378,100.652621379794,122.045477094589,141.032854628257,149.256157993411,142.818759673258,165.470538544749
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Sinaloa<C1>,51.987979024625,61.347430548358,60.344504575497,72.140207469506,74.248383064813,77.449933746359,85.931067163167,89.508965049986,102.429491386366,104.861655665345,100,100.138319728674,105.768978090913,126.096916890855,140.512307454476,143.153252223163,151.504836379533,166.893626380969
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Sonora<C1>,24.181221550188,38.837924877684,52.697032905056,77.746202690815,88.623650503468,87.084426069254,80.132287356699,105.615210510643,120.24482990456,115.960508894,100,97.495315144548,95.812118245412,107.867829747015,131.118280671756,141.358392435563,134.194177646355,168.739375394023
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Tabasco<C1>,65.49834758971,71.280771577672,70.663622267605,70.797055017401,75.451691240243,80.205982364675,86.657881392908,86.217028216101,87.751674489636,93.634426091237,100,104.174539660105,113.452429517559,120.505943886156,132.823301220768,137.111598439228,144.231164172565,156.289714896249
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Tamaulipas<C1>,66.925019845565,69.404124009937,70.509486756113,71.654453300718,76.243225935944,80.04538563667,87.271444880784,88.080184108527,90.143132484439,94.327053837074,100,103.840810915388,113.419514975891,125.557333708504,138.19900509704,142.300318414208,156.6131874671,166.961350652667
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Tlaxcala<C1>,81.043363774175,83.196861413511,75.693690642429,79.343297624207,80.100269152306,78.848334514529,103.805863477576,99.539929558014,96.694289338049,98.927670620418,100,99.276609469396,104.049930973677,105.828379641998,84.148523382746,86.443993099248,256.689821674482,264.174284386257
